id,name,gender,born,died,species,height,weight,hair_color,eye_color,skin_color,blood_status,marital_status,nationality,animagus,boggart,house,patronus,alias_names,jobs,titles,family_members,romances,wands,image,wiki
f80e7ed6-7a40-4610-90e9-1a50be26da73,George Eliot (a.k.a Mary Ann Evans),Female,"22 November, 1819","22 December, 1880",,,,,,,Muggle,,,,,,,,['Novelist'],,,,,,https://harrypotter.fandom.com/wiki/George_Eliot
e0fcfdf8-b062-4a04-9f1d-48129eecb49d,Oblansk,Male,,,Human,,,,,,,,Bulgarian,,,,,['Obalonsk (by Cornelius Fudge)'],['Minister for Magic'],['Minister for Magic'],,,,,https://harrypotter.fandom.com/wiki/Oblansk
d44e9cc1-8d18-4919-aebb-1e53afe46ed3,Sebastian Sallow,Male,,,Human,,,Brown,,Light,,,British or Irish,,,Slytherin,,,,,"['Albert Sallow (possible relative)', 'Sallow family']",,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/f/f3/Sebastian_Sallow.jpeg,https://harrypotter.fandom.com/wiki/Sebastian_Sallow
79a118fb-50dd-4035-9928-fa8d7e6812d6,Unctuous Osbert,Male,Before 1772,,Human,,,,,,Pure-blood or half-blood,,,,,,,,['Minister for Magic (1789 - 1798)'],['Minister for Magic'],,,,,https://harrypotter.fandom.com/wiki/Unctuous_Osbert
ed5cb825-a14b-4394-83d4-53f613a091da,Bogomil Levski,,"After 1976, Bulgaria",,Human,,,,,,Pure-blood or half-blood,,,,,,,,['Chaser for the Bulgarian National Quidditch team'],,['Alexei Levski (father)'],,,,https://harrypotter.fandom.com/wiki/Bogomil_Levski
84fb4ef0-2fc2-4107-b57a-d3beb424aa40,Nigel,Male,,,Human,,,,,,Pure-blood (most likely),Married,,,,,,,,,"['Wife', 'Nephew', 'Brother or brother-in-law']",,,,https://harrypotter.fandom.com/wiki/Nigel
8d87d169-a884-4d19-a010-59ea18031891,Unidentified boy in the Great Hall,Male,1985 or earlier,,Human,,,,,,,,British or Irish,,,Slytherin (possibly),,,,,,,,,https://harrypotter.fandom.com/wiki/Unidentified_boy_in_the_Great_Hall_(III)
a50d6553-52ce-42a7-8ff7-4be284ed739b,Dahlia F.,Female,between 1914 and 1970,,Human,,,,,,,,British or Irish,,,,,,['Opera singer (apparently)'],,,,,https://static.wikia.nocookie.net/harrypotter/images/c/c2/Dahlia.jpg,https://harrypotter.fandom.com/wiki/Dahlia_F.
d4fe0d3f-9e53-4b54-a677-afc44da0a4e0,Hengist of Upper Barnton,Male,,In or before 1441,Giant,,,Grey,Blue,Light,,,English,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/c/c9/Hengist_of_Upper_Barnton.png,https://harrypotter.fandom.com/wiki/Hengist_of_Upper_Barnton
cf6d3a51-7f8f-4c6a-b84c-8945b4ef6078,G. Forbes,,,,Human,,,,,,Muggle,,,,,,,,['Owner and/or founder of G. Forbes Productions (presumably)'],,,,,,https://harrypotter.fandom.com/wiki/G._Forbes
8a3f7a7c-4e83-43de-8e9b-d957d06264b1,Godfrey Midhurst,Male,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Ravenclaw,,,,,,,,,https://harrypotter.fandom.com/wiki/Godfrey_Midhurst
40f809b7-65da-4336-86f6-ceba184c0753,Dark Witch in the Forbidden Forest,Female,,,Human,,,Light brown,,Pale,,,,,,,,,,,,,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/6/6d/Dark_Witch_in_the_Forbidden_Forest_MA.png,https://harrypotter.fandom.com/wiki/Dark_Witch_in_the_Forbidden_Forest
ab65b3ca-90b2-409f-96c6-7a42fe52eb67,Knarl,Male,Before or during the 1988–1989 school year,,Knarl,,,Brown,Brown,Brown,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/0/01/Knarl_%28individual%29.jpg,https://harrypotter.fandom.com/wiki/Knarl_(individual)
f53c3e2e-c10e-4863-b72f-1e08e4fef0ae,Dre Head,Male,,,Shrunken head,,,Dark (dreadlocks),Dark,Dark green with black parts,,,,,,,,,,,['Heady (cousin)'],,,https://static.wikia.nocookie.net/harrypotter/images/f/f2/Dre_Head.jpg,https://harrypotter.fandom.com/wiki/Dre_Head
29c248a0-e1d0-4dc7-bd5a-1727ff6d9a5a,Ariana Dumbledore,Female,c. 1885,"Late Summer 1899 (aged 14), Godric's Hollow, West Country, England",Human (Obscurial),,,Blonde,,,Half-blood,,British,,,,,,,,"['Percival Dumbledore (father) †', 'Kendra Dumbledore (mother) †', 'Albus Dumbledore (older brother) †', 'Aberforth Dumbledore (older brother)', 'Aurelius Dumbledore (nephew)', 'Honoria (aunt)', 'Mr Dumbledore (paternal great-great-grandfather) †', 'Dumbledore family']",,,https://static.wikia.nocookie.net/harrypotter/images/0/0e/Ariana_Dumbledore_Hog%27s_Head.jpg,https://harrypotter.fandom.com/wiki/Ariana_Dumbledore
ce1fe20c-41d7-4143-b70b-05f080b8749e,Rob Dowson,Male,,,,,,,,,,,,,,,,,,,['Ellie Dowson (unknown)'],,,,https://harrypotter.fandom.com/wiki/Rob_Dowson
98f5b29c-7246-4bd4-9760-31072780ba97,Unidentified goblin,Male,Before 1991,,Goblin,,,Brown,Black,Pink,,,,,,,,,['Worker at Gringotts Wizarding Bank'],,,,,https://static.wikia.nocookie.net/harrypotter/images/2/21/Harry_Potter_films_Goblin_04.jpg,https://harrypotter.fandom.com/wiki/Unidentified_goblin_at_Gringotts_in_1998_(IV)
2c44499a-b64d-498c-a3f8-31a35f507b39,Apothecary shopkeeper,Male,,,Human,,,White,,Light,,,British,,,,,,['Shopkeeper of the Apothecary'],,,,,https://static.wikia.nocookie.net/harrypotter/images/7/72/Apothecary_shopkeeper.png,https://harrypotter.fandom.com/wiki/Apothecary_shopkeeper
2dbfb0ea-6aed-4d47-897b-9c32b8157493,Saint Grogory,Male,,,Human,,,,,,Muggle,,,,,,,,,['Saint'],,,,,https://harrypotter.fandom.com/wiki/Grogory
0cd98c3c-df38-4189-be9a-75d7c29537ac,Pollux Black,Male,1912,1990 (aged 77-78),Human,,,,,,Pure-blood,Married,British or Irish,,,Slytherin (possibly),,,,,"['Cygnus Black II (father) †', 'Violetta Black (née Bulstrode) (mother) †', 'Cassiopeia Black (younger sister) †', 'Marius Black (younger brother) †', 'Dorea Potter (née Black) (younger sister) †', 'Irma Black (née Crabbe) (wife) †', 'Walburga Black (daughter) †', 'Alphard Black (son) †', 'Cygnus Black III (son) †', 'Orion Black (son-in-law/paternal first cousin once removed) †', 'Druella Black (née Rosier (daughter-in-law) †', 'Sirius Black (grandson/paternal first cousin twice removed) †', 'Regulus Black (grandson/paternal first cousin twice removed) †', 'Bellatrix Lestrange (née Black) (granddaughter) †', 'Andromeda Tonks (née Black) (granddaughter)', 'Narcissa Malfoy (née Black) (granddaughter)', 'Rodolphus Lestrange (grandson-in-law)', 'Edward Tonks (grandson-in-law) †', 'Lucius Malfoy (grandson-in-law)', 'Charlus Potter (brother-in-law) †', 'Nephew †', 'Phineas Nigellus Black (paternal grandfather) †', 'Ursula Black (née Flint) (paternal grandmother) †', 'Sirius Black II (paternal uncle) †', 'Phineas Black (paternal uncle) †', 'Arcturus Black II (paternal uncle) †', 'Belvina Burke (née Black) (paternal aunt) †', 'Hesper Black (née Gamp) (paternal aunt by marriage) †', 'Herbert Burke (paternal uncle by marriage) †', 'Lysandra Black (née Yaxley) (paternal aunt by marriage) †', 'Arcturus Black III (paternal first cousin) †', 'Lycoris Black (paternal first cousin) †', 'Regulus Black I (paternal first cousin) †', 'Two Paternal male first cousins', 'Paternal female first cousin', 'Callidora Longbottom (née Black) (paternal first cousin)', 'Cedrella Weasley (née Black) (paternal first cousin)', 'Charis Crouch (née Black) (paternal first cousin) †', 'House of Black', 'Bulstrode family (maternal family)', 'Flint family (paternal relatives)', 'Crabbe family (in-laws)']",['Irma Black (wife) †'],,https://static.wikia.nocookie.net/harrypotter/images/f/f4/Pollux_Black.jpg,https://harrypotter.fandom.com/wiki/Pollux_Black
ec894de3-cce6-4ea9-a8f7-d6061ff24fdb,Bob,Male,before 1978,,Human,,,,,,,,British,,,,,,['Department for the Regulation and Control of Magical Creatures employee'],,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e8/Bob_Ministry.jpg,https://harrypotter.fandom.com/wiki/Bob
139609c5-1fa6-4106-9bb9-d1404ecc8b0d,Merton Graves,Male,1978,,Human,,,Brown,Brown,White,,,,,,,,,['Cellist for the The Weird Sisters'],,['Gondulphus Graves (possibly)  Percival Graves (possibly)'],,,https://static.wikia.nocookie.net/harrypotter/images/1/13/Merton_Graves_Chocolate_Frog_Card.png,https://harrypotter.fandom.com/wiki/Merton_Graves
e38c8c48-f4f9-4ba8-b2c7-edb40292c51f,Gwendolyn Morgan,Female,,,Human,,,,,,,,British,,,,,,['Professional Quidditch player for the Holyhead Harpies'],['Quidditch Captain'],['Valmai Morgan (possibly)'],,,https://static.wikia.nocookie.net/harrypotter/images/c/c0/Gwen_Morgan.png,https://harrypotter.fandom.com/wiki/Gwendolyn_Morgan
17b35e15-8042-427b-b151-a8aed0237929,Unidentified soap actress,Female,,,Human,,,Blonde,,Pale,Muggle,,British,,,,,,['Actress'],,,,,https://static.wikia.nocookie.net/harrypotter/images/0/0f/UnidentifiedSoapActress.jpg,https://harrypotter.fandom.com/wiki/Unidentified_soap_actress
bc66f05d-cb31-4783-a789-77912a2d471e,Portrait of a female etiquette teacher,Female,,Prior to 1991,Human,,,,,,,,British or Irish,,,Gryffindor (possibly),,,['Etiquette teacher'],,,,,https://static.wikia.nocookie.net/harrypotter/images/5/5a/EtiquetteTeacherPortrait.jpg,https://harrypotter.fandom.com/wiki/Portrait_of_a_female_etiquette_teacher
c935e5a2-6666-450c-8f28-b14117b44a55,Robert Green,Male,,,Human,,,Bald,Brown,Dark,,,American,,,,,,['Chaser for the American National Quidditch team'],['Chaser'],['Olivia Green (possibly)'],,,https://static.wikia.nocookie.net/harrypotter/images/c/cc/Robertgreen.jpg,https://harrypotter.fandom.com/wiki/Robert_Green
010aef92-ca74-4f50-a8da-7bdbfa732fb9,Troll in the Underground Chambers,,Before 1991,,Mountain Troll,Over twelve feet,,,,Grey,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b3/Trollps1.jpg,https://harrypotter.fandom.com/wiki/Troll_in_the_Underground_Chambers
5f8ed19a-5e73-4374-84d7-997dadaeb28f,H . O. Lama,,Pre 1927,,Human,,,,,,,,American,,,,,,['Reporter for The New York Ghost'],,,,,,https://harrypotter.fandom.com/wiki/H_._O._Lama
83185046-ac72-4fb3-96a8-f9f8beb07434,Veronica Smethley,Female,,,Human,,,,,,,,British,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Veronica_Smethley
7177503e-7ef7-4fff-9fda-6f9a46e8ac9a,Diane Launier,Female,,,Human,,,,,,,,,,,,,,['Reporter for a French-language Unidentified French wizarding newspaper'],,,,,,https://harrypotter.fandom.com/wiki/Diane_Launier
e6bcfe95-8eed-491c-a244-599dbf9314a2,Saul Croaker,Male,,,Human,,,,,,,,British,,,,,,['Unspeakable'],['Professor'],,,,,https://harrypotter.fandom.com/wiki/Saul_Croaker
3a566e36-fcf2-479c-b1ad-aaee8bbee3da,Mrs Zabini,Female,,,Human,,,,,,,Widowed seven times,,,,Slytherin (likely),,,,,"['Seven husbands †', 'Blaise Zabini (son)']",,,,https://harrypotter.fandom.com/wiki/Blaise_Zabini's_mother
a505cdb0-807b-486e-9df7-e05e98c425fc,Gwenog Jones,Female,Between 1 January and 31 August 1968,,Human,,,Brown,Brown,Dark,,,Welsh,,,,,,"['Captain and Beater of the Holyhead Harpies (formerly)', 'Manager of the Welsh National Quidditch team']","['Captain', 'Beater']","['Hestia Jones (possible relative)', 'Megan Jones (possible relative)', 'Peter Jones (possible relative)', 'Stuart Jones (possible relative)', 'Jones family']",,,https://static.wikia.nocookie.net/harrypotter/images/3/39/Gwenog_Jones.jpg,https://harrypotter.fandom.com/wiki/Gwenog_Jones
c673abc0-8d5e-4734-9bb2-fd4bf758994f,Unidentified giant in The Blind Pig,Male,Before 1926,,Giant,,,,,,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/d/db/Giant_in_the_Blind_Pig_-_FB.png,https://harrypotter.fandom.com/wiki/Unidentified_giant_in_The_Blind_Pig
3beade1c-fbdb-4767-be22-0dbaeff81e59,Nathaniel Douglas,Male,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Ravenclaw,,,,,,,,,https://harrypotter.fandom.com/wiki/Nathaniel_Douglas
f6825c80-dd0d-445e-94b6-3398453d4f6c,FDM,,,,Human,,,,,,Muggle,,,,,,,,['Musician'],,,,,,https://harrypotter.fandom.com/wiki/FDM
e47b9d6b-885e-422e-9d86-c1cfcc4762d2,Mr Midgen,Male,,,Human,,,,,,"Pure-blood, half-blood or Muggle-born",,,,,Gryffindor (likely),,,,,['Eloise Midgen (daughter)'],,,,https://harrypotter.fandom.com/wiki/Eloise_Midgen's_father
31d6b645-893e-4916-ac7e-c26a8dd2fb43,Mr Goyle,Male,Before 1979 or 1980,,Human,,,,,,Pure-blood,Married,,,,Slytherin (possibly),None,,,,"['Mrs Goyle (wife)', 'Gregory Goyle (son)']",,,https://static.wikia.nocookie.net/harrypotter/images/d/de/Goyledad_recolored.jpg,https://harrypotter.fandom.com/wiki/Goyle
0ee5e496-a182-4346-884a-d8b54d33446c,Cadogan's mother,Female,,,Human,,,,,,,,,,,,,,,,"['Husband', 'Sir Cadogan (son)', 'Ex-daughters-in-law', 'Seventeen rumoured grandchildren']",,,,https://harrypotter.fandom.com/wiki/Cadogan's_mother
7b915bb0-f9f3-4b85-932c-c6dcf5f268b1,Portrait of a professor,Male,,Before the 1990s (possibly),Human,,,,,,,,,,,Gryffindor (possibly),,,['Professor at Hogwarts'],['Professor'],,,,https://static.wikia.nocookie.net/harrypotter/images/5/5b/PortraitProfessor.jpg,https://harrypotter.fandom.com/wiki/Portrait_of_a_Professor
c267c5c6-6a05-418b-b310-b9619c53354d,Latisha Randle,Female,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Ravenclaw,,,,,,,,,https://harrypotter.fandom.com/wiki/Latisha_Randle
47a9832a-b3fe-4878-a92f-07d98d8fbe28,Hugo Granger-Weasley,Male,Between 1 September 2007 and 31 August 2008 (possibly),,Human,,,Brown,,,Half-blood,,British,,,,,,,,"['Ron Weasley (father)', 'Hermione Granger (mother)', 'Rose Granger-Weasley (older sister)', 'Arthur Weasley (paternal grandfather)', 'Molly Weasley (née Prewett) (paternal grandmother)', 'Mr Granger (maternal grandfather)', 'Mrs Granger (maternal grandmother)', 'William Weasley (paternal uncle)', 'Charles Weasley (paternal uncle)', 'Percy Weasley (paternal uncle)', 'Fred Weasley (paternal uncle) †', 'George Weasley (paternal uncle)', 'Ginevra Potter (née Weasley) (paternal aunt)', 'Fleur Weasley (née Delacour) (paternal aunt by marriage)', 'Audrey Weasley (paternal aunt by marriage)', 'Angelina Weasley (née Johnson) (paternal aunt by marriage)', 'Harry Potter (paternal uncle by marriage)', 'Victoire Weasley (paternal first cousin)', 'Louis Weasley (paternal first cousin)', 'Dominique Weasley (paternal first cousin)', 'Molly Weasley II (paternal first cousin)', 'Lucy Weasley (paternal first cousin)', 'Fred Weasley II (paternal first cousin)', 'Roxanne Weasley (paternal first cousin)', 'James Potter II (paternal first cousin)', 'Albus Potter (paternal first cousin)', 'Lily L. Potter (paternal first cousin)', 'Granger-Weasley family', 'Weasley family (paternal family)', 'Granger family (maternal family)', 'Prewett family (paternal relatives)', 'House of Black (paternal ancestors)', 'Yaxley family (paternal ancestors)', 'Flint family (paternal ancestors)']",,,https://static.wikia.nocookie.net/harrypotter/images/6/63/Harry-potter-hugo.jpg,https://harrypotter.fandom.com/wiki/Hugo_Granger-Weasley
ee5fe1a8-7c2f-42df-8285-8911cadd4ba8,Vlad the Impaler,Male,,,"Vampire, Part-vampire, or Human",,,,,,,,Romanian,,,,,"['Vlad Tepes', 'Vlad Drăculea', 'Vlad Dracula']",,,['Vlad Drakul (father)'],,,,https://harrypotter.fandom.com/wiki/Vlad_the_Impaler
d12fb0c8-3de7-467d-9ebe-2dbb4a8e2040,Jae Kim's father,Male,,,Human,,,,,,,,,,,,,,,,"['Wife', 'Jae Kim (son)', 'Kim family']",,,,https://harrypotter.fandom.com/wiki/Jae_Kim's_father
068e7e77-d6c1-4af5-9d66-af2584655c1a,Simon Dentata,Male,,,Human,,,,,,,,,,,,,,['Author'],,,,,,https://harrypotter.fandom.com/wiki/Simon_Dentata
634c30ce-6fb5-4596-8478-23bb0049a55d,Unidentified nose-picking wizard,Male,,,Human,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Unidentified_nose-picking_wizard
77f0653c-c892-4c24-8ea2-c47f959aaf23,Ludovic Bagman,Male,Before 1964 (most likely),,Human,,,Blond,Baby blue,Rosy,Pure-blood or half-blood,,English,,,,,['Ludo'],"['Beater for the Wimbourne Wasps (formerly)', 'Beater for the English National Quidditch team (formerly)', 'Head of the Department of Magical Games and Sports']","['Beater', 'Quidditch commentator']","['Mr Bagman (father)', 'Otto Bagman (brother)', 'Bagman family']",,,https://static.wikia.nocookie.net/harrypotter/images/4/42/Ludo_Bagman.png,https://harrypotter.fandom.com/wiki/Ludovic_Bagman
5a823117-dfa5-4e2f-9ad2-8a8eaa85f1dc,Unidentified girl in the Great Hall,Female,,,Human,,,,,,,,British or Irish,,,"Gryffindor, Hufflepuff or Ravenclaw",,,,,,,,,https://harrypotter.fandom.com/wiki/Unidentified_girl_in_the_Great_Hall_(I)
da96d003-6436-4f72-8e09-86dedb5832a8,Unidentified Muggle boy,Male,Prior to 1995,,Human,,,Brown,,Light,Muggle,,British,,,,,,,,['Mother'],,,https://static.wikia.nocookie.net/harrypotter/images/2/2b/Muggle_boy_OOTP.png,https://harrypotter.fandom.com/wiki/Unidentified_Muggle_woman_(III)'s_son
060e8eb3-c360-41ae-98b3-5d32db21a078,Scarpin,,,,Human,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Scarpin
e08c0010-d678-4520-977d-7577cd3bb397,Wilhemina Twigge,Female,,,Human,,,,,,,,Bohemian,,,,,,,,,,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/9/9f/Portrait_of_Wilhemina_Twigge.png,https://harrypotter.fandom.com/wiki/Wilhemina_Twigge
e15a6190-b223-4974-acf4-1286dbdb69a8,Sirius Black I,Male,1845,1853 (aged 7 or 8),Human,,,Brown,,White,Pure-blood,Single,,,,,,,,,"['Cygnus Black I (possible father)', 'Ella Black (nee Max) (possible mother)', 'Arcturus Black I (possible uncle)', 'Misapinoa Blishwick (possible aunt)', 'Phineas Nigellus Black (younger brother) †', 'Elladora Black (younger sister)', 'Iola Black (younger sister)', 'Ursula Flint (sister-in-law)', 'Bob Hitchens (brother-in-law)', 'Sirius Black II (nephew) †', 'Phineas Black (nephew) †', 'Arcturus Black II (nephew) †', 'Belvina Black (niece) †', 'Cygnus Black II (nephew) †', 'House of Black']",,,https://static.wikia.nocookie.net/harrypotter/images/f/ff/Sirius_Black_1845-1853.jpg,https://harrypotter.fandom.com/wiki/Sirius_Black_I
06a3578b-900c-4bd1-9e93-a1e0745995d7,Sheila Brooks,Female,31 August 1982 or earlier,,Human,,,Brown,,White,,,British or Irish,,,Ravenclaw,,,,,,,,,https://harrypotter.fandom.com/wiki/Sheila_Brooks
02b0b596-c3a4-4ef6-8d20-a0413515c924,Boris the Bewildered,Male,,Before 1995,Human,,,Black,,White,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/1/11/Boris_the_Bewildered.JPG,https://harrypotter.fandom.com/wiki/Boris_the_Bewildered
a5d2fb1f-7ff7-4f58-a2f9-601dcba97ab6,Mark Constantine,Male,,,Human,,,,,,,,British,,,,,,['Co-founder of Lush'],,,,,,https://harrypotter.fandom.com/wiki/Mark_Constantine
248632a6-05be-46f9-92fb-591fae5c2251,Fox near Spinner's End,,Before or in 1996,"Summer, 1996",Fox,,,Red,,,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/0/02/Spinner%27s_End_fox.png,https://harrypotter.fandom.com/wiki/Fox_near_Spinner's_End
ad9494e6-1fb1-4c00-a888-ecc8f3a905f4,Myron Wagtail,Male,1970,,Human,,,Brown,,White,,,British or Irish,,Lord Voldemort,,Non-corporeal,,['Lead singer for The Weird Sisters'],,,,,https://static.wikia.nocookie.net/harrypotter/images/8/87/Myron_Wagtail_2.jpg,https://harrypotter.fandom.com/wiki/Myron_Wagtail
4e66475c-7460-4ce1-b42a-14c1d7233722,Mahoutokoro potions champion,Male,"year unknown, Japan",,Human,,,Black,,Pale,,,Japanese,,,,,,,['Potions Champion'],,,,https://static.wikia.nocookie.net/harrypotter/images/a/ac/Mahoutokoropotioneer.png,https://harrypotter.fandom.com/wiki/Mahoutokoro_potions_champion
fe5193e1-5a02-4a47-a088-6071282a5a44,Alison Denshaw,Female,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Gryffindor,,,,,,,,,https://harrypotter.fandom.com/wiki/Alison_Denshaw
f4260603-743e-422b-9ac8-2e779cb04a8b,Mr Creevey,Male,Before 1963 (most likely),,Human,,,,,,Muggle,,,,,,,,['Milkman'],,"['Colin Creevey (son) †', 'Dennis Creevey (son)']",,,,https://harrypotter.fandom.com/wiki/Creevey_brothers'_father
23f65961-c021-419a-946b-75cbd957b95d,Mrs Parry,Female,Before 1927,,,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Parry
1d5552c5-e92d-4a7b-8cec-362602559a11,Ursula Black (née Flint),Female,,c. 1889 or later.,Human,,,,,,Pure-blood,Married,British,,,,,,,,"['Phineas Nigellus Black (husband) †', 'Sirius Black II (son) †', 'Phineas Black (son) †', 'Arcturus Black II (son) †', 'Belvina Black (daughter) †', 'Cygnus Black II (son) †', 'Arcturus Black III (grandson) †', 'Lycoris Black (granddaughter) †', 'Regulus Black I (grandson) †', 'Pollux Black (grandson) †', 'Cassiopeia Black (granddaughter) †', 'Marius Black (grandson) †', 'Callidora Black (granddaughter) †', 'Cedrella Black (granddaughter) †', 'Charis Black (granddaughter) †', 'Dorea Black (granddaughter) †', 'Josephina Flint (possible relative)', 'Marcus Flint (possible relative)', 'Flint family', 'House of Black']",['Phineas Nigellus Black (husband)'],,https://static.wikia.nocookie.net/harrypotter/images/f/f7/%E6%9C%AA%E5%91%BD%E5%90%8D.png,https://harrypotter.fandom.com/wiki/Ursula_Flint
b40b2f09-ffcb-454f-92f8-18dc47da3ba2,Apollyon Pringle,Male,pre 1944,,Human,,,,,,Squib or wizard (likely),,British or Irish,,,,,,['Caretaker of Hogwarts (c. 1961 - c. 1968)'],,['Pringle (possibly)'],,,,https://harrypotter.fandom.com/wiki/Apollyon_Pringle
9ab36a89-aa40-4cd9-8ab7-0baef699df06,Mr Moody,Male,,Before 1997,Human,,,,,,Pure-blood,,,,,,,,['Auror'],,"['Mrs Moody (wife) †', 'Alastor Moody (son) †', 'Long line of renowned Aurors']",,,,https://harrypotter.fandom.com/wiki/Alastor_Moody's_father
f4110ee6-ba13-46d3-ba42-0e1c70d87ebb,Hortensia Milliphutt,Female,Before 1824,,Human,,,,,,Pure-blood or half-blood,,,,,,,,['Minister for Magic (1841 - 1849)'],['Minister for Magic'],,,,,https://harrypotter.fandom.com/wiki/Hortensia_Milliphutt
7c526d92-7eff-4e86-849d-58aeb535a1b4,Giant at the Battle of Hogwarts,Male,,,Giant,,,Bald (possibly),,Light,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Unidentified_giant_at_the_Battle_of_Hogwarts_(IV)
82eb3569-ec39-4b42-9dd9-2d0f934b55a0,Satinder Singh,Female,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Hufflepuff,,,,,,,,,https://harrypotter.fandom.com/wiki/Satinder_Singh
b5730d22-e26f-40a1-887f-614551831581,Katrina von Glockenspieler,Female,"Before 1997, Germany (possibly)",,Human,,,Blonde,,White,,,German,,,,,,['Beater and Captain of the German National Quidditch team'],"['Beater', 'Captain']",,,,https://static.wikia.nocookie.net/harrypotter/images/1/1b/Katrina_von_Glockenspieler_-_card_HBP-NDS.png,https://harrypotter.fandom.com/wiki/Katrina_von_Glockenspieler
65106611-6c86-40ec-a73a-be7f87ff2559,Owner of 7 privet drive,Female,,,Human,,,,,,Muggle,Married,English,,,,,['Mrs Number Seven (by Harry Potter)'],,,,,,,https://harrypotter.fandom.com/wiki/Owner_of_7_Privet_Drive
1bf32bc4-5e77-4da6-86c3-f54229c0f31a,Wizard who killed a Chimaera,Male,,,Human,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Wizard_who_killed_a_Chimaera
b9e86918-b4b0-4a96-9e6e-fe7fa4ffb2bd,Moran,Female,,,Human,,,,,,,,Irish,,,,,,['Chaser for the Irish National Quidditch team'],['Chaser'],,,,https://static.wikia.nocookie.net/harrypotter/images/e/e5/Irish_National_Quidditch_team.jpg,https://harrypotter.fandom.com/wiki/Moran
e6f422aa-0bc9-40a6-9147-09fa62d43ba3,Perkins,Male,Before 1975,,Human,,,Fluffy white,,,,,British,,,,,,['Employee in the Misuse of Muggle Artefacts Office'],['Warlock'],,,,,https://harrypotter.fandom.com/wiki/Perkins
ac65c0a4-b477-49a3-8458-151d0c9cfe86,Fortunade Lestrange,Female,1721,1779 (aged 58),Human,,,,,,Pure-blood or half-blood,,French,,,,,,,,['Lestrange family'],,,,https://harrypotter.fandom.com/wiki/Fortunade_Lestrange
42fee363-263f-4811-ac8f-7abe7cbb1f0a,Winifred Haywood,Female,Before 1973,,Human,,,,,,,,,,,,,"['Gran', 'Granny Haywood']",['Potioneer'],,"['Penny Haywood (granddaughter)', 'Beatrice Haywood (granddaughter)', 'Son or son-in-law', 'Daughter or daughter-in-law', 'Haywood family']",,,,https://harrypotter.fandom.com/wiki/Winifred_Haywood
21abe9f2-3c16-4939-9c7f-fc25b2fbf565,Bogrod,Male,,"1 May, 1998, Gringotts Wizarding Bank, Diagon Alley, London, England",Goblin,,,White,Black,Light,,,British,,,,,,['Gringotts Bank teller'],,,,,https://static.wikia.nocookie.net/harrypotter/images/3/35/BogrodGringotts.jpg,https://harrypotter.fandom.com/wiki/Bogrod
6ae88176-c5c5-44cc-83e8-c7b35b45b594,Martha Steward,Female,,bef. 1632,Human,,,,,,Muggle,Married,British,,,,,,,,"['James Steward (son)', 'Isolt Sayre (daughter-in-law)', 'Chadwick Boot (adoptive grandson)', 'Webster Boot (adoptive granddaughter)', 'Martha Steward II (granddaughter)', 'Rionach Steward (granddaughter)', 'Steward family']",,,https://static.wikia.nocookie.net/harrypotter/images/5/5a/Martha_Steward.jpg,https://harrypotter.fandom.com/wiki/Martha_Steward
57629213-bef0-45f9-b4e5-50df772a22dd,Beryl,Female,,,Human,,,,Brown,Dark,,,American,,,,,,['Typing Pool for the Magical Congress of the United States of America'],,,,,https://static.wikia.nocookie.net/harrypotter/images/9/98/Beryl.png,https://harrypotter.fandom.com/wiki/Beryl
84f00ffc-0bd6-49a7-8fb9-4b831fa7ad53,Igor Brand,Male,"Before 1977, Germany (possibly)",,Human,,,Brown,Green,White,,,German,,,,,,['Chaser for the German National Quidditch team'],['Chaser'],"['Rudolf Brand (possibly)', 'Brand family']",,,https://static.wikia.nocookie.net/harrypotter/images/f/fe/Igorbrand.png,https://harrypotter.fandom.com/wiki/Igor_Brand
ffee7724-45be-428f-9096-b1af740bbe24,Clifford Kessler,Male,,,Human,,,,,,No-Maj,,,,,,,,['Theatre producer'],,,,,,https://harrypotter.fandom.com/wiki/Clifford_Kessler
